2507750, 5
2579016, 1
2841949, 2
1907193, 1
1679278, 1
1139546, 1
1139558, 1
9350420, 4
3041529, 1
2356155, 4
2356155, 1
3041530, 4
2356155, 1
2329626, 1
2329609, 4
2329680, 1
2329685, 3
176432, 1
